IncidentNum,DateTime,Lat,Lon,Address,IncidentType,ActionTaken,Remarks
2022000005717,05/29/2022 13:27,42.4884841,-71.2861217,"99 McMahon Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005718,05/29/2022 13:45,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005719,05/29/2022 15:53,42.5027767,-71.2737209,"200 Springs Rd #4d, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call requesting a Ambulance to 4D, room 206 at the VA Hosp. for a Medical. Medic-1, L-1  dispatched. Medic-1 transported 1 to Lahey. "
2022000005720,05/29/2022 15:53,42.4826006,-71.2546838,"4 Houlton St, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To, Received 3 open line wireless 911 calls from 4 Houlton Street. All calls appeared to be accidental. Car 5 Reid  dispatched. Officer Reid reported calls were accidental by a child. 
2022000005722,05/29/2022 17:16,42.4850192,-71.2705531,"100 Wiggins Ave, Bedford, MA 01730, USA",Traffic Function / Service,Observed, Car4-Sgt. Weisenborn monitored the crosswalk at the Bike Path on Wiggins Avenue. No violations. 
2022000005723,05/29/2022 19:25,42.4887915,-71.2693938,"228 Great Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC, Received a call from Lexington PD reporting a 911 call for a CO alarm at 228 The Great Road. Car3-Piccirillo and  Lad-1 dispatched. FD reports a faulty detector of Floor 2. Homeowner to handle. 
2022000005724,05/29/2022 20:12,42.4899248,-71.2808861,"Rodney Rd & Elm St, Bedford, MA 01730, USA",Assist Fire Department,Nothing Found, Received an anonymous call reporting a strange burning odor in the area of Rodney Road and Elm Street.  Car3-Piccirillo and Eng-4 dispatched. PD/FD report no hazard found in the area. 
2022000005725,05/29/2022 20:42,42.5223213,-71.2512902,"172 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005726,05/29/2022 20:43,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005727,05/29/2022 20:49,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Directed Patrol,Observed, Car 3 Piccirillo reported a check of 16 
2022000005728,05/29/2022 20:56,42.5002514,-71.2819688,"97 North Rd, Bedford, MA 01730, USA",Noise Complaint,Checked Area," Received a call from 197A North Rd reporting possibly hearing gun shots coming from across the street. Car 3  Piccirillo dispatched. Officer Piccirillo reported nothing was found or could be heard upon arrival, possibly was  fireworks. Officer Piccirillo spoke to caller and informed her of the findings. "
2022000005729,05/29/2022 21:03,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Sgt Weisenborn requested EMS to the station for a medical with the prisoner. Medic-1, L-1 dispatched. Medic-1  transported 1 to Lahey with Officer Piccirillo on board, "
2022000005730,05/29/2022 23:16,42.4877015,-71.2662931,"Great Rd & Roberts Dr, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2022000005731,05/29/2022 23:35,42.485036,-71.264086,"307 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Checked/Secured," Received a call from ADT reporting a Commercial Alarm, 307 The Great Rd, Loyal Companion, rear motion. Car 11  Kennedy, Car 5 Reid dispatched. Officer Reid reported all was secure. "
2022000005732,05/29/2022 23:48,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005733,05/30/2022 00:02,42.5108733,-71.2381866,"100 Thompson Farm, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received Box for Thompson Farm. E-4, L-1, Medic-1, Car 11 Kennedy dispatched. Command reported activation  was due to a lower level smoke detector in the club house. System was reset. "
2022000005734,05/30/2022 00:25,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Directed Patrol,Observed, Car 11 Kennedy reported a check of 16 
2022000005735,05/30/2022 00:36,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005736,05/30/2022 00:40,42.4735027,-71.2733891,"1 Fayette Rd, Bedford, MA 01730, USA",Noise Complaint,Checked Area," Received a call from Lex. PD reporting they received a 911 call from 1 Fayette Rd reporting a loud group possibly at  the South Rd Soccer fields. Car 11 Kennedy dispatched. Officer Kennedy reported he checked the area nothing  found, he spoke to caller and informed her of the findings. "
2022000005737,05/30/2022 06:24,42.5046463,-71.2734832,"200 Springs Rd #2, Bedford, MA 01730, USA",Fire Building,Fire Incident - Closed FC," Received a call from VA PD reporting smoke coming from room B07 in the basement of building #2. Box 345 Struck.  E-4, L-1, Medic-1, Billerica E-5, Car 5 Reid dispatched. Command reported smoke was coming from room B-08, VA  Duty engineer was on scene, source was an electrical panel that was operated by a generator. The generator and  that circuit were shut down, the area was ventilated.  VA to handle. Lt Casey to inform C-1 C-2 and C-3. "
2022000005738,05/30/2022 06:55,42.498732,-71.3017352,"57 Winterberry Way, Bedford, MA 01730, USA",Notification,No Contact, Officer Forcino of Hampton NH PD requests we have the resident of 57 Winterberry way contact him regarding a  MVC he was involved in. Car11 Busa dispatched. Officer Busa reports there was no one home at this time. 
2022000005739,05/30/2022 08:19,42.4869028,-71.2622709,"314 Great Rd, Bedford, MA 01730, USA",Property - Any L/F/R,Other," Cell phone caller reports he located some boxes of paperwork on The Great Road. He moved them to the DPW, and  placed them near the flag. These appear they could be legal documents. Car5 Brooks dispatched. Officer Brooks  located these items, and took possession of them, in case someone reported loosing them. "
2022000005741,05/30/2022 10:01,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Transport,Unfounded," Officer Busa reports he is out at Lahey Hospital, and is transporting the prisoner back to the police station. "
2022000005742,05/30/2022 10:23,42.5556554,-71.3031968,"269 Treble Cove Rd, North Billerica, MA 01862, USA",Transport,Fire Incident - Closed FC, Officer Busa is transporting the prisoner to Billerica House of Corrections for the safekeep program. The prisoner  was turned over to Deputy Batchelder. 
2022000005743,05/30/2022 11:31,42.5027767,-71.2737209,"200 Springs Rd #4c, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, 911 call from VA Hospital requesting ambulance for medical probelm in building 4C on the 2nd floor. Bedford L-1 and  Medic-1 responding. VA PD notified. Medic-1 transported to Lahey. 
2022000005744,05/30/2022 12:24,42.5010995,-71.2590226,"100 Old Billerica Rd, Bedford, MA 01730, USA",Transport,Transported," Party into station for assistance. He drove from Carleton Willard Village to Sullivan Tire, and due to the Holiday, they  are closed. He was unable to get a ride home from Sullivan. Officer Brooks have him a courtesy transport from BPD  to CWV. The MV will remain at Sullivan Tire, and he will contact them tommorrow morning. "
2022000005745,05/30/2022 12:35,42.4881608,-71.2709251,"6 Lane Ave, Bedford, MA 01730, USA",Fraud,Report, Received call from resident of 6 Lane Avenue requesting an Officer for a fraud report. Car3 Brickey dispatched. See  report. 
2022000005746,05/30/2022 13:27,42.4907744,-71.2808155,"45 Elm St, Bedford, MA 01730, USA",Fraud,Report, 911 call from resident of 45 Elm Street reporting a possible fraud/scam. Car5 Brooks dispatched. See report. 
2022000005747,05/30/2022 13:29,42.5106659,-71.285357,"Dudley Rd & North Rd, Bedford, MA 01730, USA",MV Erratic Operator,Spoken To," 911 call reporting erratic operation by a White Mitsubishi Outlander SUV with FL plates. The MV was going over the  lines. The MV is on North Road, heading towards the center of town. Car11 Busa and Car4 Dispatched. Sgt  Saunders and Car3 Officer Brickey located this MV at WholeFoods. The party driving is on a learner's permit, and is  just learning to drive. They have let the other party drive. Relayed this info to the caller. "
2022000005748,05/30/2022 15:08,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",MV Hit and Run Crash,For Log Only," Sgt Saunders spoke with the wife of the reg/own of MA reg H526 regarding a MV Hit and Run that occured yesterday  in front of T.J. Maxx. The caller related that no one identified the party responsible for the damage to her MV. There  are no cameras in this area, the reg/own will notify his insurance company. "
2022000005749,05/30/2022 15:18,42.4842033,-71.2624588,"329 Great Rd #1, Bedford, MA 01730, USA",Suspicious MV or Pers,Checked Area," Received a call from Bedford Package Store, reporting 3 suspicious males. He just asked them to leave and they  made a comment about stealing. The caller was concerned that they may have had a stolen credit card. They were in  a silver Volvo, unknown plate. The caller believes they are in Stop & Shop now. 2 males with Covid masks, and one  with a Ski Mask. Car5 Brickey and Car3 Piccirillo dispatched. Officer Brickey spoke with John, the caller and checked  Stop & Shop and the parking lot for these males. They were not located. "
2022000005750,05/30/2022 15:23,42.4751441,-71.2662305,"60 Neillian Way, Bedford, MA 01730, USA",Check Well Being,Fire Incident - Closed FC," Received a call from Snug, a monitoring company. They report a subscriber did not check in with them today, as she  is supposed to do. They request a well being check at 60 Neillian Way. Car9 Weisenborn dispatched. Bedford E-4  and Medic-1 responding. The FD made contact with this party. She will call her alarm company, no FD duty. "
2022000005751,05/30/2022 16:15,42.4932709,-71.2829693,"MA-4 & Mudge Way, Bedford, MA 01730, USA",Property - Any L/F/R,Report," Party into station with a cell phone she found at the Mudge Way Playground. Car3 Piccirillo dispatched. Officer  Piccirillo was able to identify the owner of the phone, and went to his home and was able to return it. "
2022000005753,05/30/2022 17:57,42.4923659,-71.2843121,"7 Mudge Way, Bedford, MA 01730, USA",Alarm Commercial,False Alarm," Lexington Alarm reports an alarm at Bedford Library. The alarm is for motion in the hallway by the Children's Library.  Car3 Piccirillo and Car5 Brickey dispatched. Officer Piccirillo reports there was an open door, and he located a  custodian who was cleaning. False alarm, all in order. "
2022000005754,05/30/2022 19:05,42.4884841,-71.2861217,"99 McMahon Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005755,05/30/2022 19:10,42.5111808,-71.2730838,"312 Springs Rd, Bedford, MA 01730, USA",Hazard - Road,Observed, Received call reporting a vehicle parked creating at Hazard on Springs Rd at Fawn Lane. Car 3 Piccirillo dispatched.  Officer Piccirillo reported all vehicles were parked legally. 
2022000005756,05/30/2022 19:15,42.4941076,-71.2624797,"85 Page Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To, Received a call from Essex Regional reporting they received a wireless 911 call from area of 85 
2022000005758,05/30/2022 19:48,42.4835722,-71.2773286,"13 Hartwell Rd, Bedford, MA 01730, USA",Fire Building,Report," Received a wireless 911 call reporting a pole and wires down on the house at 13 Hartwell Rd on fire. Box 4141  Struck. E-4, L-1, Medic-1, Car 9 Sgt Weisenborn dispatched. Officer Weisenborn requested 2nd car to shut down  Road. Car 5 Brickey dispatched. Command reported wires attached to house on fire with plastic sheathing melting  onto roof. Eversource notified. "
2022000005760,05/30/2022 20:54,42.4793051,-71.3008073,"12 Sorens Way, Bedford, MA 01730, USA",Noise Complaint,Spoken To," Received a call reporting a loud house party possibly at 4 Sorens Way. Car 5 Brickey, Car 4 Sgt Saunders  dispatched. Officer Brickey reported she was able to located a small gathering at 12 Sorens Way, group was inside  for the night. Sgt Saunders spoke to caller and informed him of the findings. "
2022000005761,05/31/2022 01:23,42.485404,-71.3098898,"410 Davis Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005762,05/31/2022 01:26,42.5134122,-71.2512267,"14 Oak Park Dr, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005763,05/31/2022 01:36,42.4911791,-71.2825488,"12 Mudge Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Observed, No dispatcher remarks listed. 
2022000005764,05/31/2022 01:44,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005765,05/31/2022 01:45,42.494994,-71.26392,"Daniels Dr & Francis Kelley Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 9 Lavine reported a check for overnight parking on Francis Kelly Rd and the surrounding streets. No violations  found. 
2022000005766,05/31/2022 02:31,42.5031478,-71.2818992,"100 Pine Hill Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005767,05/31/2022 05:59,42.4918612,-71.2789887,"Great Rd & South Rd, Bedford, MA 01730, USA",Selective Enforcement,Observed," Car 9 Lavine reported monitoring the intersection, The Great Rd at South Rd. No violations found. "
2022000005768,05/31/2022 06:06,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005769,05/31/2022 06:11,42.5209264,-71.250113,"160 Middlesex Turnpike, Bedford, MA 01730, USA",Alarm Commercial,Spoken To," Received a call from Centra Alarm reporting a Commercial Alarm, 160 MTPK F.W. Webb. Car 9 Lavine, Car 5  Brooks dispatched. Officer Lavine reported the alarm was accidental by an employee. "
2022000005770,05/31/2022 07:16,42.486276,-71.262619,"301 Great Rd, Bedford, MA 01730, USA",Illegal Dumping,Report," Received a call reporting possible illegal dumping at Chipolte, #301 The Great Road. Car5-Brooks dispatched. See  report. "
2022000005771,05/31/2022 07:57,42.4923659,-71.2843121,"7 Mudge Way, Bedford, MA 01730, USA",Alarm Commercial,Spoken To," Received a call from Lexington Alarm reporting an alarm activation at the Bedford Public Library, 7 Mudge Way.  Car3-Hunt and Car11-Kennedy dispatched. Ofc. Hunt spoke with an employee who set the alarm off by accident. "
2022000005772,05/31/2022 07:59,42.48377,-71.3144264,"Hilda Rd & Sheridan Rd, Bedford, MA 01730, USA",Animal Call,Gone On Arrival, Received a call reporting a snapping turtle in the middle of Sheridan Road by Hilda Road. ACO dispatched. The ACO  checked the area with nothing found. 
2022000005773,05/31/2022 08:03,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Transport,Assisting Party, Car6-Lt. Vitale assisted with getting someone to the Burlington Police Station. 
2022000005774,05/31/2022 08:25,42.4884399,-71.2690831,"Great Rd & Ashby Rd, Bedford, MA 01730, USA",Directed Patrol,No Enforcement Action Taken, Car11-Kennedy monitored the bus stop at The Great Road at Ashby Road. No violations. 
2022000005775,05/31/2022 08:47,42.4853795,-71.2610412,"349 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2022000005776,05/31/2022 08:53,42.5052178,-71.2698008,"100 Pride Way, Bedford, MA 01730, USA",Death,Report," Received a call from the VA Police requesting officer respond to 100 Pride Way, Apt-219 for a subject that is  deceased. Car5-Brooks and Car4-Sgt. Abajian dispatched. MSP Detectives and the ME were notified. See Ofc.  Brooks report. "
